id_centro_titular,centro_titular
1515,ESHOTUGEST S.L.
1516,"BECKER DESARROLLO CORPORATIVO, S.L. UNIPERSONAL"
1517,"PARQUE CONDE DE ORGAZ, S.L."
1518,"OMID HOLDINGS, S.L."
1519,"GRUPO ITAF-MATEA, S.L."
1520,ANA URBANO GOMEZ
1521,"SIFA KIDDY CORNER, S.L."
1522,"CENTROS INFANTILES FENNONE KAKELITA, S.L. UNIPERSONAL"
1523,"CENTRO DE INVESTIGACION E INNOVACION PEDAGOGICA REGGIO, S.L."
1524,"ILUNION FUEGO Y CONDUCCION, S.A."
1525,ALBERTO SOLANA ORTEGA
1526,"FORMACION INTERNACIONAL, VOCACIONAL Y EMPRENDIMIENTO, S.L."
1527,"ESCUELA INFANTIL EL CAÑAVERAL, S.L."
1528,"GM QUALITY TECHONOLOGY, S.L."
1529,"ESCUELAS INFANTILES NATXA MANCHERO, S.L."
1530,CARMEN GARCIA GOMEZ
1531,"CENTRO DE F.P. EN EL DEPORTE Y LA SALUD 2015, S.L."
1532,"ANKALE EDUCACION, S.L."
1533,FUNDACION EDUCAR PARA EL FUTURO
1534,"ESCUELA INFANTIL BICHITOS, S.L."
1535,"ESPACIOS TIERRA LALA, S.L."
1536,"CENTRO DE ALTOS ESTUDIOS INTERNACIONALES, S.L."
1537,ELLALUNA SOCIEDAD COOPERATIVA MADRILEÑA
1538,ASOCIACION ORIGAMI:APRENDIZAJE Y DESARROLLO
1539,"ESCUELAS NORMAD, S.L."
1540,"ESPECIALISTAS EN FORMACION DE CALIDAD LYCEUM, S.L."
1541,"INICIATIVAS EDUCATIVAS FUENTE CISNEROS, S.L."
1542,"PROYECTO THE GLOBAL COLLEGE, S.L. UNIPERSONAL"
1543,IRENE CALAHORRO SANCHEZ
1544,CENAFE ESCUELAS S.L. UNIPERSONAL
1545,"ELMARMAREL ESCUELAS,  S..L."
1546,SILVIA LUIS SANZ
1547,CENTRO DE ESTUDIOS TECNOLOGICOS ALCOBENDAS S.L.
1548,"LIGHTHOUSE AMERICAN SCHOOL, S.L."
1549,"FUENTE LA REINA, 82, SOCIEDAD COOPERATIVA MADRILEÑA"
1550,PAULA LEON NUÑEZ
1551,"RICHMOND PARK SCHOOL, S.L. UNIPERSONAL"
1552,"UNIDAD PSICOEDUCATIVA,SL"
1553,VERMONT ACADEMY
1554,"GUARINFANCIA, S.L. UNIPERSONAL"
1555,"CENTRO DE ESTUDIOS UNIVERSITARIOS SEK, S.A."
1556,DAVID MARTÍN-MAESTRO FERNÁNDEZ E IGNACIO ÁLVAREZ GARCÍA
1557,"MUSIC & ACT ACADEMY, S.L."
1558,"ESCUELA INFANTIL ULU, S.L."
1559,"ESCUELA INFANTIL VERDE LIMON, S.L."
1560,"CENTRO DE F.P. EN EL DEPORTE Y LA SALUD MALAGA 2015, S.L."
1561,MIGUEL ANGEL BOTIJA GOMEZ
1562,"SECURITAS DIRECT ESPAÑA, S.A. UNIPERSONAL"
1563,"COORDINACIÓN Y ORIENTACIÓN PARA LA EMPRESA, S.L."
1564,"TAMONOL, S.L."
1565,REAL FEDERACION ESPAÑOLA DE PIRAGÜISMO
1566,"CENTRO PARA LA CULTURA Y EL CONOCIMIENTO, S.A."
1567,"LARAGO PAS, S.L."
1568,"ESDIP ESCUELA DE ARTE, S.L."
1569,VIRGINIA ROYO ESQUÍDEZ
1570,CONGREGACION DE SACERDOTES DEL S.C.J. (PADRES REPARADORES)
1571,"DRIVING ACADEMY CONSULTING, S.L."
1572,"INSTITUTOS NEBRIJA, S.A."
1573,"HAZERTA SOLUCIONES GLOBALES PARA EL EMPLEO, S.L."
1574,"CENTRO SUPERIOR DE ALTOS ESTUDIOS INTERNACIONALES, S.L."
1575,ALIANZA INTL. PARA EL DESARROLLO DE LOS JÓVENES AIDEJOVEN
1576,"FORUM MUSIKAE GESTIÓN, S.L."
1577,"AGRICOOKING, S.L."
1578,"PROYECTOS EDUCATIVOS MOANA, S.L."
1579,"DEBSCHOOL, S.L."
1580,"ESCUELA INFANTIL CREATIVA LAS TABLAS, S.L."
1581,"JAGA BERSO, S.L."
1582,"HIGHER EDUCATION MADRID, S.L. UNIPERSONAL"
1583,"CENTRO DE ESTUDIOS LINKIA FP MADRID, S.L."
1584,"COLEGIO INDEX, S.L."
1585,"MOFEBO, S.L."
1586,FUNDACION HUMANA SPES
1587,ASOCIACION ESCUELA NACIONAL DE EQUITACION
1588,"ACADEF FUTBOL, S.L."
1589,"C.D.P. ALBOR MADRID, S.L."
1590,"RIDIAMO, S.L."
1591,"G12 GRUPO EMPRESARIAL DE SERVICIOS, S.L."
1592,"KYP SPORT AND INVESTMENT, S.L."
1593,"CAMPUS INNOVACIÓN Y GESTIÓN, S.L.L."
1594,ANA DEL RINCÓN BELLO
1595,"TRAZOS INFOGRAFÍA, S.L."
1596,"EL JARDÍN DEL TOMILLAR, S.L."
1597,"SOM ESCUELA DE ARTES, S.L."
1598,"ESCUELA INFANTIL CUATRO PECAS, S.L.UNIPERSONAL"
1599,"INVESTIGACION Y DESARROLLO PEDAGOGICO, S.L."
1600,"LIMITLESS MINDS INTERNATIONAL, S.L."
1601,"J. VEGA MARCOS, A. MARCOS SALGADO Y M. SÁNCHEZ LOZANO"
1602,"INTERNATIONAL COMMUNITY EDUCATION, S.L."
1603,"FORMACIÓN Y EDUCACIÓN INTEGRAL, S.L."
1604,"CENTRO PARA LA CULTURA Y EL CONOCIMIENTO, S.A.U."
1605,"VIRTUS EDUCANDO, S.L."
1606,"ESCUELA INFANTIL QUITA Y PON, S.L."
1607,"CEPIF PROFESSIONAL TRAINING, S.L."
1608,"AT HOME ESCUELA INFANTIL, S.L."
1609,"COLEGIO JOYFE, S.L. UNIPERSONAL"
1610,"HIPATIA EDUCACION, S.L. UNIPERSONAL"
1611,"EL COLUMPIO DE CLAUDIA, S.L."
1612,"PROINNOVA EUROPA, S.L.U."
1613,ELVIRA PEÑO CARMONA
1614,"CORE NETWORK, S.L."
1615,"VOXEL SCHOOL, S.L."
1616,"ACADEF FUTBOL, S.L. UNIPERSONAL"
1617,"JCR 31 FORMACION, S.L."
1618,"AVIATION TRAINING AND MAINTENANCE GROUP, S.L"
1619,"ADALID SERVICIOS CORPORATIVOS, S.L"
1620,"ALCALA Y FERNANDEZ, S.L"
1621,"AUTOESCUELA GALA, S.L."
1622,"ESCUELA TECNICO DEPORTIVA MIFRA, S.L."
1623,"UPGRADE UP, S.L."
1624,"INICIATIVAS EUROPEAS DE FORMACION, S.L. EUROFORMAC FP"
1625,"BOREAL DREAMING TOGETHER, S.L."
1626,"ESCUELA EL PALOMAR, S.L."
1627,"CEI BABYSTEPS, S.L."
1628,"CORPORACION VERTICE 1979, S.L."
1629,"CENTRO UNIVERSITARIO IES DE NEGOCIOS, INNOV. Y TECNOLOGIA,SL"
1630,"SIXTH FORM XXI, S.L."
1631,CONSEJO SUPERIOR INVESTIGACIONES CIENTIFICAS
1632,SERVICIO MADRILEÑO DE SALUD
1633,"MINISTERIO DE INCLUSIÓN, SEGURIDAD SOCIAL Y MIGRACIONES"
1634,CONGRESO DE LOS DIPUTADOS
1635,MINISTERIO DE FOMENTO
1636,INST NACIONAL INVESTIGACION Y TECNOLOGIA AGRARIA Y ALIMENTAR
1637,MINISTERIO DEL INTERIOR
1638,MINISTERIO DE INDUSTRIA Y MINISTERIO DE ECONOMIA Y HACIENDA
1639,MINISTERIO DE HACIENDA
